origin,destination,demand,index
1,547,1663.043333,1
2,548,2239.803333,1
8,554,3084.1,1
9,555,2233.15,1
24,570,2003.64,1
27,573,2583.163333,1
36,582,2033.623333,1
39,585,2245.953333,1
42,588,706.9,1
43,589,1752.546667,1
45,591,2079.396667,1
47,593,964.0533333,1
52,598,680.4266667,1
53,599,1555.11,1
54,600,419.9566667,1
57,603,548.95,1
59,605,1741.933333,1
68,614,2175.583333,1
71,617,1326.64,1
75,621,895.0766667,1
77,623,2666.18,1
79,625,1279.443333,1
81,627,2784.016667,1
83,629,1431.636667,1
90,636,737.5166667,1
94,640,157.0066667,1
115,661,1347.87,1
126,672,169.0966667,1
145,691,2397.113333,1
146,692,2310.083333,1
155,701,1489.7,1
169,715,186.3633333,1
182,728,759.0033333,1
184,730,488.6433333,1
185,731,316.5266667,1
188,734,1009.503333,1
195,741,299.6333333,1
199,745,997.53,1
202,748,554.51,1
208,754,499.48,1
212,758,167.3733333,1
249,795,809.66,1
258,804,573.8833333,1
268,814,657.7933333,1
272,818,193.11,1
277,823,480.7833333,1
287,833,1171.726667,1
288,834,1767.02,1
293,839,207.9333333,1
296,842,416.7533333,1
298,844,167.8833333,1
300,846,136.2133333,1
302,848,81.99,1
316,862,249.05,1
329,875,221.57,1
341,887,30.08666667,1
346,892,783.35,1
350,896,73.37,1
351,897,602.93,1
352,898,211.72,1
358,904,1370.783333,1
363,909,185.84,1
365,911,292.89,1
366,912,62.5,1
370,916,202.2233333,1
371,917,195.4966667,1
378,924,63,1
379,925,426.6666667,1
384,930,66.66666667,1
388,708,72.70333333,1
390,389,43.9,1
390,388,482.07,1
391,715,170.5333333,1
394,584,186.3195677,1
395,394,903.4833333,1
398,399,2334.479976,1
398,400,1124.314506,1
400,401,719.5587633,1
401,402,100,1
410,690,535.6475943,1
412,411,1500.852683,1
412,413,1115.840668,1
414,413,1393.009655,1
414,735,947.3866667,1
416,415,530.53,1
417,926,123.6666667,1
418,921,268.6466667,1
420,752,502.8241987,1
424,773,356.5066133,1
426,427,1440.936667,1
427,594,1581.286052,1
429,778,831.0133333,1
431,593,898.8333333,1
432,431,1740.982094,1
434,618,625.0820313,1
435,554,1208.115486,1
437,438,2221.429858,1
440,439,2270.210777,1
440,441,1360.227558,1
443,897,345.9333333,1
445,885,23.48333333,1
447,448,694.4171197,1
448,665,379.2533333,1
449,448,694.3833333,1
451,450,501.64,1
453,650,214.4052961,1
454,455,956.6695773,1
456,836,295.19,1
458,467,750.1733333,1
459,460,682.4433333,1
459,845,6.873333333,1
461,460,859.4264833,1
462,927,523,1
462,873,4.456666667,1
464,463,576,1
464,883,26.72,1
465,464,582.1033333,1
465,862,71.11666667,1
465,881,118.67,1
470,469,811.8466667,1
472,473,2140.61,1
474,538,1454.096667,1
475,707,250.1068469,1
477,478,2673.557666,1
479,480,2672.266539,1
486,535,3292.572422,1
487,682,946.69,1
488,680,908.2591863,1
488,487,2133.15892,1
489,630,614.78,1
489,485,2429.874287,1
490,491,2728.943578,1
490,557,1100.55,1
491,492,3035.940176,1
493,492,1481.95,1
497,498,2555.5209,1
500,566,1972.218157,1
502,634,588.7617157,1
505,634,1708.413879,1
508,509,1677.936664,1
509,659,1340.908398,1
510,509,2093.677384,1
510,658,1233.076229,1
513,902,1190.987575,1
514,513,1630.043333,1
517,518,54.58666667,1
519,521,843.0750063,1
521,666,414.56,1
524,647,1014.196667,1
525,657,765.549282,1
525,524,1711.221285,1
526,528,2016.704476,1
526,527,1243.823336,1
527,543,1251.823336,1
528,526,1352.236669,1
531,529,2850.203358,1
533,532,2467.357504,1
534,543,1194.463333,1
543,534,1007.263336,1
549,550,1253.15,1
550,549,1178.983333,1
550,551,1997.590709,1
550,560,1062.589291,1
552,550,540.0766667,1
553,7,2843.42,1
553,496,1770.574619,1
554,619,916.8881043,1
554,614,1130.910935,1
558,491,1276.833333,1
559,562,1268.043896,1
562,16,7460.206667,1
562,567,2325.44288,1
562,563,333.3333333,1
564,18,5933.7,1
565,564,6412.169023,1
566,559,1560.221491,1
566,631,272.1533333,1
566,20,2373.456667,1
568,574,1631.248881,1
571,501,1842.960753,1
573,577,624.7,1
573,569,1961.1,1
574,575,1223.106644,1
575,530,1075.36,1
576,637,741.6365587,1
577,573,1924.657949,1
577,578,910.8066667,1
578,645,460.898351,1
578,580,388.64,1
579,582,541.91,1
580,575,1070.416667,1
581,580,43.51666667,1
584,586,615.6,1
584,395,590.9600047,1
584,38,808.46,1
585,39,1516,1
586,584,367.35,1
589,43,2157.293333,1
589,591,1793.944024,1
590,401,1932.051114,1
590,592,1724.665025,1
590,44,2312.716667,1
591,592,916.5769927,1
591,45,1783.056667,1
593,595,861.2891773,1
594,427,777.1125933,1
597,51,311.3666667,1
598,52,863.35,1
600,602,1087.046514,1
601,600,364.9382537,1
603,718,304.0425182,1
604,58,3310.473333,1
604,399,2414.608364,1
606,607,624.0133333,1
608,537,1836.72847,1
609,611,946.8892617,1
609,400,666.6666667,1
612,617,1621.728511,1
613,591,740.0326563,1
613,596,36.16551,1
